date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2011-08-02,29.0,12.0,8.0,5.0,10.0,21.0,117.0,335.0,435.0,213.0,140.0,128.0,157.0,203.0,159.0,168.0,274.0,556.0,556.0,454.0,288.0,254.0,191.0,132.0
2011-08-03,43.0,16.0,11.0,4.0,7.0,24.0,110.0,271.0,437.0,195.0,68.0,122.0,161.0,144.0,147.0,118.0,150.0,425.0,492.0,321.0,87.0,88.0,77.0,56.0
2011-08-04,17.0,17.0,7.0,3.0,7.0,20.0,97.0,282.0,398.0,187.0,113.0,149.0,205.0,205.0,167.0,165.0,290.0,555.0,523.0,366.0,286.0,211.0,174.0,132.0
2011-08-05,54.0,19.0,19.0,6.0,7.0,16.0,101.0,270.0,454.0,226.0,163.0,147.0,216.0,204.0,245.0,210.0,330.0,550.0,466.0,372.0,291.0,173.0,188.0,139.0
2011-08-06,133.0,67.0,53.0,42.0,10.0,6.0,27.0,63.0,121.0,215.0,290.0,349.0,382.0,441.0,380.0,362.0,343.0,149.0,211.0,171.0,137.0,114.0,120.0,108.0
2011-08-07,80.0,73.0,66.0,32.0,6.0,5.0,13.0,39.0,89.0,184.0,266.0,269.0,370.0,324.0,322.0,326.0,193.0,194.0,229.0,228.0,183.0,136.0,103.0,55.0
2011-08-08,30.0,12.0,7.0,1.0,10.0,15.0,95.0,267.0,349.0,183.0,124.0,179.0,182.0,151.0,150.0,126.0,282.0,527.0,529.0,416.0,286.0,186.0,147.0,72.0
2011-08-09,35.0,14.0,12.0,3.0,7.0,30.0,101.0,343.0,392.0,175.0,144.0,149.0,185.0,175.0,148.0,164.0,285.0,532.0,585.0,371.0,292.0,230.0,155.0,75.0
2011-08-10,37.0,17.0,11.0,4.0,5.0,32.0,119.0,305.0,399.0,180.0,113.0,149.0,240.0,191.0,178.0,194.0,282.0,584.0,559.0,413.0,312.0,209.0,139.0,108.0
2011-08-11,46.0,26.0,11.0,9.0,5.0,25.0,106.0,307.0,390.0,197.0,132.0,187.0,214.0,217.0,142.0,178.0,298.0,582.0,571.0,371.0,288.0,206.0,157.0,127.0
2011-08-12,65.0,23.0,15.0,9.0,5.0,26.0,76.0,264.0,426.0,205.0,130.0,156.0,222.0,253.0,186.0,249.0,334.0,516.0,465.0,385.0,287.0,226.0,231.0,151.0
2011-08-13,84.0,77.0,74.0,27.0,10.0,18.0,22.0,44.0,118.0,208.0,260.0,314.0,421.0,153.0,259.0,358.0,281.0,269.0,292.0,237.0,183.0,167.0,154.0,120.0
2011-08-14,90.0,73.0,62.0,27.0,3.0,10.0,6.0,24.0,41.0,103.0,183.0,198.0,281.0,377.0,370.0,331.0,292.0,329.0,347.0,259.0,193.0,155.0,39.0,27.0
2011-08-15,25.0,10.0,3.0,7.0,5.0,17.0,90.0,258.0,355.0,222.0,141.0,153.0,178.0,193.0,151.0,182.0,283.0,530.0,483.0,397.0,285.0,184.0,98.0,88.0
2011-08-16,31.0,16.0,4.0,6.0,5.0,30.0,119.0,346.0,441.0,198.0,111.0,150.0,162.0,192.0,182.0,159.0,303.0,600.0,570.0,376.0,280.0,215.0,152.0,77.0
2011-08-17,24.0,14.0,6.0,5.0,5.0,28.0,105.0,308.0,487.0,209.0,118.0,128.0,189.0,176.0,192.0,159.0,300.0,552.0,556.0,347.0,280.0,230.0,171.0,105.0
2011-08-18,56.0,24.0,6.0,6.0,9.0,27.0,103.0,308.0,420.0,228.0,129.0,141.0,173.0,187.0,182.0,174.0,245.0,409.0,274.0,141.0,165.0,149.0,135.0,114.0
2011-08-19,62.0,20.0,8.0,3.0,8.0,17.0,93.0,263.0,398.0,218.0,165.0,165.0,222.0,232.0,220.0,222.0,327.0,527.0,425.0,165.0,58.0,107.0,122.0,106.0
2011-09-01,51.0,21.0,25.0,14.0,7.0,23.0,105.0,342.0,498.0,207.0,138.0,192.0,229.0,219.0,198.0,174.0,308.0,628.0,531.0,443.0,280.0,177.0,179.0,126.0
2011-09-02,64.0,32.0,20.0,8.0,4.0,20.0,76.0,259.0,456.0,220.0,140.0,192.0,260.0,279.0,283.0,346.0,381.0,455.0,355.0,287.0,196.0,149.0,147.0,98.0
2011-09-03,87.0,74.0,41.0,35.0,7.0,12.0,23.0,38.0,89.0,201.0,258.0,194.0,257.0,353.0,380.0,388.0,374.0,371.0,339.0,295.0,219.0,164.0,162.0,123.0
2011-09-04,109.0,75.0,60.0,43.0,4.0,6.0,3.0,30.0,70.0,189.0,297.0,337.0,435.0,419.0,361.0,410.0,337.0,376.0,356.0,328.0,229.0,207.0,155.0,104.0
2011-09-05,97.0,54.0,39.0,16.0,8.0,6.0,11.0,41.0,101.0,152.0,244.0,308.0,353.0,389.0,357.0,253.0,284.0,114.0,123.0,175.0,82.0,60.0,64.0,20.0
2011-09-07,13.0,5.0,6.0,2.0,4.0,16.0,75.0,86.0,328.0,190.0,66.0,10.0,22.0,11.0,25.0,58.0,144.0,285.0,237.0,226.0,96.0,38.0,29.0,24.0
2011-09-09,16.0,8.0,8.0,2.0,3.0,14.0,57.0,108.0,288.0,136.0,29.0,72.0,75.0,122.0,148.0,188.0,285.0,505.0,410.0,349.0,210.0,203.0,160.0,148.0
2011-09-10,116.0,83.0,64.0,37.0,7.0,8.0,6.0,52.0,119.0,207.0,318.0,360.0,404.0,370.0,359.0,480.0,431.0,460.0,360.0,315.0,245.0,230.0,175.0,139.0
2011-09-11,108.0,88.0,76.0,45.0,9.0,39.0,20.0,37.0,94.0,227.0,334.0,402.0,411.0,350.0,342.0,404.0,483.0,380.0,339.0,333.0,226.0,159.0,95.0,45.0
2011-09-13,26.0,10.0,2.0,4.0,8.0,20.0,122.0,362.0,425.0,214.0,135.0,153.0,187.0,184.0,190.0,180.0,292.0,579.0,539.0,396.0,272.0,245.0,144.0,74.0
2011-09-14,33.0,8.0,5.0,8.0,9.0,31.0,145.0,370.0,429.0,202.0,142.0,164.0,212.0,178.0,124.0,176.0,277.0,599.0,586.0,381.0,261.0,213.0,160.0,72.0
2011-09-15,37.0,20.0,5.0,8.0,7.0,31.0,124.0,338.0,391.0,209.0,121.0,159.0,179.0,189.0,170.0,135.0,222.0,261.0,244.0,232.0,248.0,145.0,115.0,69.0
2011-09-16,48.0,26.0,10.0,6.0,4.0,32.0,93.0,299.0,409.0,210.0,140.0,179.0,251.0,223.0,225.0,203.0,358.0,566.0,482.0,315.0,225.0,163.0,167.0,126.0
2011-09-17,108.0,80.0,79.0,28.0,5.0,5.0,22.0,37.0,108.0,177.0,249.0,367.0,372.0,349.0,297.0,354.0,305.0,359.0,329.0,256.0,176.0,170.0,143.0,136.0
2011-09-18,112.0,79.0,89.0,36.0,1.0,6.0,12.0,44.0,69.0,140.0,260.0,317.0,364.0,376.0,311.0,365.0,369.0,325.0,289.0,245.0,180.0,147.0,84.0,54.0
2011-09-19,37.0,10.0,13.0,5.0,8.0,28.0,113.0,332.0,420.0,215.0,105.0,139.0,189.0,177.0,188.0,187.0,263.0,568.0,540.0,374.0,231.0,200.0,129.0,68.0
2011-10-01,130.0,58.0,67.0,25.0,8.0,5.0,19.0,36.0,67.0,129.0,121.0,132.0,158.0,125.0,180.0,195.0,223.0,228.0,140.0,126.0,66.0,56.0,70.0,65.0
2011-10-02,47.0,24.0,30.0,9.0,7.0,7.0,15.0,29.0,64.0,115.0,248.0,292.0,321.0,308.0,256.0,173.0,206.0,167.0,174.0,162.0,87.0,88.0,64.0,25.0
2011-10-03,16.0,6.0,4.0,7.0,8.0,21.0,94.0,249.0,372.0,153.0,101.0,126.0,147.0,118.0,120.0,101.0,218.0,495.0,412.0,315.0,204.0,138.0,91.0,54.0
2011-10-04,27.0,9.0,3.0,6.0,7.0,27.0,112.0,309.0,400.0,187.0,126.0,124.0,199.0,173.0,183.0,194.0,309.0,585.0,524.0,345.0,261.0,166.0,114.0,66.0
2011-10-05,43.0,11.0,3.0,6.0,5.0,32.0,117.0,301.0,467.0,219.0,133.0,170.0,214.0,219.0,190.0,182.0,282.0,591.0,593.0,374.0,246.0,201.0,154.0,73.0
2011-10-06,40.0,22.0,10.0,5.0,5.0,24.0,114.0,302.0,457.0,208.0,129.0,144.0,226.0,191.0,195.0,219.0,323.0,568.0,538.0,343.0,260.0,195.0,148.0,99.0
2011-10-07,67.0,28.0,5.0,10.0,5.0,27.0,87.0,242.0,417.0,241.0,174.0,230.0,235.0,305.0,256.0,270.0,419.0,563.0,465.0,294.0,197.0,166.0,146.0,136.0
2011-10-08,89.0,65.0,45.0,20.0,10.0,8.0,22.0,73.0,103.0,217.0,337.0,397.0,446.0,485.0,465.0,496.0,451.0,393.0,359.0,248.0,202.0,187.0,149.0,142.0
2011-10-09,129.0,78.0,55.0,30.0,14.0,15.0,21.0,44.0,107.0,185.0,365.0,423.0,455.0,418.0,500.0,407.0,470.0,438.0,414.0,302.0,193.0,173.0,152.0,123.0
2011-10-10,53.0,34.0,19.0,11.0,6.0,21.0,44.0,114.0,254.0,219.0,265.0,322.0,365.0,365.0,370.0,384.0,402.0,459.0,473.0,336.0,225.0,175.0,126.0,75.0
2011-10-11,30.0,11.0,5.0,3.0,5.0,20.0,123.0,352.0,406.0,235.0,149.0,123.0,181.0,180.0,171.0,175.0,320.0,604.0,539.0,318.0,234.0,175.0,147.0,57.0
2011-10-12,25.0,10.0,2.0,2.0,7.0,22.0,112.0,259.0,404.0,197.0,113.0,120.0,62.0,101.0,78.0,45.0,55.0,251.0,172.0,109.0,90.0,83.0,43.0,54.0
2011-10-13,15.0,12.0,4.0,6.0,7.0,17.0,52.0,81.0,209.0,109.0,69.0,84.0,105.0,162.0,133.0,155.0,276.0,479.0,268.0,205.0,181.0,123.0,114.0,47.0
2011-10-14,39.0,24.0,6.0,7.0,8.0,17.0,94.0,147.0,209.0,180.0,125.0,87.0,75.0,132.0,156.0,230.0,344.0,481.0,423.0,248.0,196.0,178.0,143.0,95.0
2011-10-15,106.0,73.0,56.0,23.0,6.0,7.0,20.0,57.0,125.0,207.0,322.0,374.0,456.0,394.0,472.0,377.0,443.0,441.0,372.0,238.0,179.0,168.0,166.0,135.0
2011-10-16,107.0,77.0,65.0,42.0,12.0,7.0,10.0,48.0,99.0,190.0,347.0,377.0,444.0,438.0,462.0,412.0,466.0,405.0,328.0,233.0,178.0,102.0,130.0,62.0
2011-10-17,37.0,17.0,7.0,2.0,5.0,29.0,114.0,309.0,414.0,206.0,135.0,166.0,205.0,205.0,166.0,208.0,302.0,620.0,518.0,333.0,229.0,177.0,104.0,62.0
2011-10-18,31.0,11.0,5.0,1.0,4.0,21.0,109.0,341.0,499.0,227.0,102.0,147.0,201.0,219.0,169.0,205.0,304.0,625.0,570.0,317.0,227.0,206.0,137.0,70.0
2011-11-01,21.0,11.0,4.0,6.0,8.0,18.0,93.0,254.0,419.0,222.0,135.0,117.0,176.0,167.0,150.0,186.0,298.0,506.0,460.0,313.0,209.0,127.0,96.0,72.0
2011-11-02,19.0,10.0,2.0,2.0,4.0,27.0,92.0,251.0,472.0,228.0,133.0,144.0,189.0,161.0,172.0,187.0,266.0,553.0,479.0,282.0,182.0,168.0,106.0,57.0
2011-11-03,31.0,15.0,7.0,5.0,4.0,28.0,99.0,292.0,402.0,164.0,110.0,120.0,179.0,169.0,152.0,162.0,267.0,498.0,433.0,252.0,209.0,144.0,137.0,95.0
2011-11-04,43.0,17.0,10.0,8.0,7.0,23.0,66.0,245.0,395.0,254.0,134.0,162.0,197.0,194.0,201.0,237.0,290.0,480.0,374.0,196.0,186.0,123.0,115.0,89.0
2011-11-05,52.0,62.0,31.0,8.0,8.0,2.0,23.0,34.0,84.0,141.0,227.0,238.0,372.0,355.0,386.0,343.0,335.0,334.0,237.0,204.0,165.0,118.0,82.0,85.0
2011-11-06,75.0,115.0,29.0,9.0,6.0,5.0,16.0,28.0,90.0,170.0,262.0,320.0,346.0,314.0,320.0,306.0,347.0,256.0,185.0,151.0,116.0,88.0,45.0,50.0
2011-11-07,15.0,8.0,2.0,3.0,6.0,26.0,99.0,311.0,410.0,174.0,123.0,128.0,179.0,189.0,145.0,170.0,295.0,528.0,425.0,300.0,204.0,139.0,108.0,48.0
2011-11-08,18.0,11.0,1.0,3.0,4.0,18.0,99.0,323.0,466.0,191.0,129.0,147.0,203.0,196.0,161.0,188.0,289.0,499.0,462.0,278.0,181.0,182.0,108.0,48.0
2011-11-09,13.0,10.0,5.0,4.0,4.0,28.0,98.0,300.0,456.0,219.0,105.0,152.0,180.0,167.0,179.0,151.0,281.0,485.0,408.0,304.0,219.0,161.0,114.0,66.0
2011-11-10,24.0,11.0,5.0,11.0,3.0,23.0,114.0,272.0,436.0,211.0,117.0,108.0,167.0,96.0,64.0,62.0,73.0,177.0,273.0,211.0,168.0,136.0,89.0,82.0
2011-11-11,66.0,19.0,11.0,6.0,8.0,13.0,46.0,121.0,258.0,201.0,200.0,170.0,239.0,236.0,247.0,216.0,238.0,310.0,208.0,199.0,109.0,83.0,91.0,73.0
2011-11-12,64.0,54.0,46.0,17.0,7.0,4.0,7.0,27.0,101.0,160.0,232.0,315.0,366.0,353.0,435.0,386.0,361.0,285.0,203.0,171.0,132.0,122.0,118.0,101.0
2011-11-13,73.0,71.0,57.0,28.0,6.0,5.0,23.0,43.0,79.0,135.0,241.0,295.0,354.0,339.0,371.0,310.0,319.0,231.0,190.0,157.0,139.0,95.0,89.0,67.0
2011-11-14,30.0,11.0,17.0,7.0,5.0,19.0,114.0,322.0,452.0,233.0,111.0,128.0,202.0,203.0,185.0,195.0,315.0,519.0,489.0,302.0,240.0,213.0,113.0,61.0
2011-11-15,22.0,10.0,15.0,4.0,7.0,28.0,108.0,319.0,480.0,200.0,138.0,134.0,176.0,153.0,147.0,191.0,271.0,451.0,441.0,286.0,238.0,168.0,128.0,80.0
2011-11-16,31.0,5.0,10.0,5.0,4.0,13.0,56.0,137.0,232.0,82.0,36.0,60.0,54.0,58.0,61.0,66.0,123.0,233.0,189.0,111.0,99.0,75.0,46.0,31.0
2011-11-17,24.0,5.0,5.0,3.0,4.0,22.0,75.0,168.0,355.0,198.0,81.0,97.0,121.0,124.0,110.0,116.0,195.0,399.0,307.0,217.0,169.0,116.0,84.0,58.0
2011-11-18,30.0,10.0,10.0,2.0,5.0,22.0,71.0,216.0,375.0,213.0,115.0,140.0,165.0,177.0,154.0,178.0,209.0,378.0,328.0,190.0,137.0,111.0,97.0,59.0
2011-11-19,53.0,35.0,46.0,15.0,8.0,2.0,12.0,41.0,92.0,142.0,200.0,233.0,311.0,363.0,349.0,382.0,287.0,232.0,208.0,182.0,163.0,108.0,106.0,93.0
2011-12-01,20.0,10.0,9.0,7.0,1.0,24.0,97.0,276.0,477.0,224.0,93.0,102.0,148.0,154.0,150.0,154.0,201.0,418.0,405.0,228.0,190.0,162.0,104.0,73.0
2011-12-02,38.0,15.0,10.0,1.0,3.0,23.0,87.0,205.0,445.0,246.0,105.0,160.0,204.0,207.0,170.0,199.0,276.0,411.0,372.0,265.0,190.0,111.0,102.0,95.0
2011-12-03,75.0,71.0,50.0,9.0,8.0,6.0,11.0,26.0,63.0,124.0,195.0,275.0,358.0,292.0,343.0,337.0,305.0,232.0,224.0,175.0,127.0,109.0,114.0,85.0
2011-12-04,83.0,74.0,62.0,41.0,11.0,4.0,4.0,26.0,55.0,126.0,216.0,254.0,329.0,357.0,323.0,296.0,330.0,245.0,171.0,173.0,124.0,72.0,64.0,45.0
2011-12-05,24.0,12.0,8.0,2.0,7.0,25.0,90.0,283.0,404.0,190.0,87.0,123.0,154.0,171.0,133.0,148.0,248.0,446.0,399.0,308.0,205.0,176.0,106.0,62.0
2011-12-06,28.0,16.0,3.0,3.0,7.0,20.0,86.0,234.0,414.0,204.0,50.0,32.0,55.0,71.0,75.0,45.0,88.0,262.0,304.0,233.0,110.0,114.0,87.0,53.0
2011-12-07,33.0,13.0,6.0,3.0,1.0,3.0,18.0,46.0,86.0,64.0,33.0,50.0,33.0,33.0,25.0,30.0,31.0,52.0,51.0,33.0,26.0,6.0,13.0,16.0
2011-12-08,21.0,7.0,4.0,1.0,2.0,12.0,71.0,244.0,429.0,225.0,110.0,106.0,156.0,124.0,137.0,117.0,208.0,331.0,318.0,232.0,175.0,139.0,92.0,61.0
2011-12-09,34.0,14.0,12.0,6.0,2.0,20.0,63.0,199.0,385.0,264.0,126.0,136.0,173.0,168.0,187.0,189.0,250.0,362.0,318.0,199.0,150.0,140.0,129.0,94.0
2011-12-10,77.0,66.0,60.0,25.0,3.0,6.0,11.0,11.0,73.0,149.0,192.0,236.0,283.0,286.0,293.0,299.0,241.0,185.0,172.0,154.0,124.0,83.0,95.0,66.0
2011-12-11,74.0,62.0,52.0,19.0,5.0,6.0,10.0,31.0,72.0,107.0,194.0,197.0,288.0,268.0,242.0,266.0,206.0,163.0,163.0,105.0,72.0,63.0,43.0,35.0
2011-12-12,20.0,9.0,4.0,2.0,3.0,21.0,64.0,235.0,385.0,220.0,105.0,115.0,145.0,166.0,111.0,132.0,214.0,359.0,357.0,241.0,165.0,121.0,71.0,45.0
2011-12-13,17.0,4.0,2.0,3.0,4.0,20.0,92.0,223.0,400.0,233.0,102.0,124.0,167.0,127.0,134.0,151.0,207.0,398.0,382.0,267.0,161.0,139.0,107.0,59.0
2011-12-14,22.0,8.0,2.0,3.0,4.0,26.0,87.0,247.0,467.0,239.0,142.0,115.0,144.0,133.0,151.0,167.0,245.0,396.0,390.0,268.0,175.0,154.0,104.0,51.0
2011-12-15,50.0,20.0,7.0,3.0,6.0,24.0,92.0,258.0,457.0,280.0,109.0,135.0,157.0,164.0,132.0,82.0,131.0,324.0,377.0,287.0,221.0,155.0,124.0,114.0
2011-12-16,72.0,31.0,23.0,5.0,5.0,26.0,82.0,231.0,459.0,243.0,132.0,144.0,173.0,137.0,128.0,153.0,224.0,365.0,295.0,214.0,152.0,102.0,106.0,75.0
2011-12-17,62.0,43.0,58.0,26.0,9.0,9.0,17.0,20.0,59.0,100.0,181.0,209.0,244.0,236.0,237.0,228.0,222.0,165.0,157.0,106.0,106.0,96.0,80.0,69.0
2011-12-18,71.0,46.0,41.0,18.0,1.0,5.0,3.0,12.0,32.0,81.0,129.0,188.0,228.0,228.0,219.0,207.0,234.0,136.0,138.0,135.0,104.0,89.0,49.0,37.0
2011-12-19,17.0,11.0,3.0,3.0,4.0,21.0,68.0,191.0,397.0,183.0,108.0,127.0,141.0,142.0,137.0,159.0,208.0,378.0,354.0,251.0,206.0,127.0,107.0,60.0
2012-01-01,48.0,93.0,75.0,52.0,8.0,5.0,2.0,7.0,14.0,40.0,70.0,138.0,201.0,223.0,267.0,265.0,215.0,111.0,106.0,105.0,83.0,71.0,66.0,29.0
2012-01-03,13.0,6.0,3.0,2.0,5.0,12.0,85.0,170.0,354.0,153.0,60.0,75.0,74.0,73.0,79.0,77.0,136.0,245.0,224.0,156.0,115.0,68.0,33.0,18.0
2012-01-04,9.0,3.0,1.0,1.0,2.0,14.0,59.0,152.0,315.0,180.0,64.0,46.0,84.0,91.0,75.0,90.0,131.0,281.0,289.0,184.0,123.0,90.0,52.0,32.0
2012-01-05,14.0,5.0,4.0,4.0,5.0,26.0,78.0,215.0,388.0,227.0,86.0,84.0,120.0,118.0,117.0,119.0,197.0,412.0,383.0,265.0,177.0,97.0,71.0,60.0
2012-01-06,25.0,8.0,5.0,4.0,3.0,13.0,70.0,205.0,447.0,241.0,116.0,138.0,191.0,204.0,178.0,222.0,294.0,476.0,419.0,272.0,177.0,154.0,135.0,101.0
2012-01-07,79.0,62.0,38.0,20.0,10.0,9.0,7.0,20.0,64.0,130.0,203.0,324.0,376.0,445.0,512.0,449.0,401.0,322.0,297.0,215.0,170.0,140.0,109.0,119.0
2012-01-08,91.0,72.0,67.0,32.0,6.0,2.0,2.0,24.0,57.0,125.0,208.0,256.0,351.0,343.0,328.0,330.0,314.0,219.0,181.0,112.0,126.0,91.0,58.0,30.0
2012-01-09,15.0,5.0,5.0,3.0,4.0,21.0,88.0,240.0,420.0,197.0,108.0,88.0,103.0,80.0,50.0,69.0,49.0,152.0,164.0,190.0,132.0,79.0,62.0,52.0
2012-01-11,28.0,7.0,5.0,4.0,2.0,22.0,74.0,256.0,499.0,225.0,97.0,99.0,55.0,65.0,73.0,79.0,118.0,134.0,98.0,93.0,57.0,29.0,49.0,9.0
2012-01-12,3.0,3.0,2.0,3.0,2.0,16.0,89.0,220.0,508.0,230.0,90.0,119.0,144.0,183.0,156.0,188.0,281.0,495.0,421.0,330.0,240.0,174.0,133.0,67.0
2012-01-13,42.0,12.0,14.0,7.0,3.0,21.0,73.0,177.0,419.0,214.0,103.0,114.0,154.0,154.0,129.0,138.0,233.0,332.0,301.0,206.0,136.0,102.0,65.0,65.0
2012-01-14,44.0,50.0,38.0,20.0,3.0,4.0,5.0,24.0,92.0,81.0,149.0,178.0,219.0,220.0,231.0,226.0,206.0,144.0,143.0,102.0,103.0,69.0,66.0,76.0
2012-01-15,59.0,42.0,43.0,25.0,6.0,5.0,8.0,17.0,36.0,90.0,126.0,165.0,234.0,224.0,188.0,206.0,205.0,146.0,120.0,110.0,95.0,72.0,60.0,29.0
2012-01-16,25.0,20.0,17.0,3.0,8.0,6.0,13.0,33.0,78.0,96.0,126.0,179.0,185.0,228.0,181.0,192.0,180.0,193.0,181.0,144.0,90.0,49.0,43.0,28.0
